symbol,ensembl
CPM,ENSG00000135678
CPNE4,ENSG00000196353
CPNE5,ENSG00000124772
CPPED1,ENSG00000103381
CPQ,ENSG00000104324
CPS1,ENSG00000021826
CPVL,ENSG00000106066
CPVL-AS2,ENSG00000272568
CR1,ENSG00000203710
CR2,ENSG00000117322
CRABP1,ENSG00000166426
CRACD,ENSG00000109265
CRACDL,ENSG00000196872
CRADD,ENSG00000169372
CRAT37,ENSG00000258551
CRB1,ENSG00000134376
CREB5,ENSG00000146592
CREG1,ENSG00000143162
CREM,ENSG00000095794
CRHBP,ENSG00000145708
CRIM1,ENSG00000277354
CRIP1,ENSG00000213145
CRISPLD2,ENSG00000103196
CRLF1,ENSG00000006016
CRLF2,ENSG00000205755
CROCC,ENSG00000058453
CROT,ENSG00000005469
CRPPA,ENSG00000214960
CRTAM,ENSG00000109943
CRTC3-AS1,ENSG00000259736
CRY1,ENSG00000008405
CRYBG2,ENSG00000176092
CRYL1,ENSG00000165475
CSF1,ENSG00000184371
CSF1R,ENSG00000182578
CSF2RA,ENSG00000292357
CSF2RB,ENSG00000100368
CSF3R,ENSG00000119535
CSGALNACT1,ENSG00000147408
CSKMT,ENSG00000214756
CSMD1,ENSG00000183117
CSMD3,ENSG00000164796
CST3,ENSG00000101439
CST7,ENSG00000077984
CSTA,ENSG00000121552
CSTB,ENSG00000160213
CSTF3-DT,ENSG00000247151
CSTPP1,ENSG00000149179
CTBP1-AS,ENSG00000280927
CTBP1-DT,ENSG00000196810
CTBP2,ENSG00000175029
CTDP1-DT,ENSG00000282606
CTDSPL,ENSG00000144677
CTLA4,ENSG00000163599
CTNNA2,ENSG00000066032
CTNNA3,ENSG00000183230
CTNNAL1,ENSG00000119326
CTNNBIP1,ENSG00000178585
CTNNBL1,ENSG00000132792
CTNND2,ENSG00000169862
CTPS2,ENSG00000047230
CTSB,ENSG00000164733
CTSC,ENSG00000109861
CTSD,ENSG00000117984
CTSF,ENSG00000174080
CTSG,ENSG00000100448
CTSH,ENSG00000103811
CTSL,ENSG00000135047
CTSS,ENSG00000163131
CTSW,ENSG00000172543
CTSZ,ENSG00000101160
CTTNBP2,ENSG00000077063
CUBN,ENSG00000107611
CUTA,ENSG00000112514
CUX2,ENSG00000111249
CX3CR1,ENSG00000168329
CXADR,ENSG00000154639
CXCL1,ENSG00000163739
CXCL10,ENSG00000169245
CXCL11,ENSG00000169248
CXCL13,ENSG00000156234
CXCL14,ENSG00000145824
CXCL16,ENSG00000161921
CXCL2,ENSG00000081041
CXCL3,ENSG00000163734
CXCL5,ENSG00000163735
CXCL8,ENSG00000169429
CXCL9,ENSG00000138755
CXCR2,ENSG00000180871
CXCR3,ENSG00000186810
CXCR4,ENSG00000121966
CXCR5,ENSG00000160683
CXCR6,ENSG00000172215
CYB561A3,ENSG00000162144
CYB5D2,ENSG00000167740
CYB5RL,ENSG00000215883
CYBA,ENSG00000051523
CYBB,ENSG00000165168
CYP1B1,ENSG00000138061
CYP1B1-AS1,ENSG00000232973
CYP27A1,ENSG00000135929
CYP2E1,ENSG00000130649
CYP2R1,ENSG00000186104
CYP2U1,ENSG00000155016
CYP46A1,ENSG00000036530
CYP4F22,ENSG00000171954
CYP7B1,ENSG00000172817
CYRIA,ENSG00000197872
CYSLTR1,ENSG00000173198
CYSLTR2,ENSG00000152207
CYSTM1,ENSG00000120306
CYTH3,ENSG00000008256
CYTIP,ENSG00000115165
CYTOR,ENSG00000222041
CYYR1,ENSG00000166265
D2HGDH,ENSG00000180902
DAAM1,ENSG00000100592
DAB1,ENSG00000173406
DAB2,ENSG00000153071
DACH1,ENSG00000276644
DACT1,ENSG00000165617
DALRD3,ENSG00000178149
DANT2,ENSG00000235244
DAPK1,ENSG00000196730
DAPK2,ENSG00000035664
DAPP1,ENSG00000070190
DARS1-AS1,ENSG00000231890
DBF4,ENSG00000006634
DBN1,ENSG00000113758
DCBLD2,ENSG00000057019
DCC,ENSG00000187323
DCDC1,ENSG00000170959
DCN,ENSG00000011465
DCP1B,ENSG00000284850
DCPS,ENSG00000110063
DCTN6-DT,ENSG00000271869
DCUN1D3,ENSG00000188215
DCXR,ENSG00000169738
DDAH1,ENSG00000153904
DDIT4,ENSG00000168209
DDR2,ENSG00000162733
DDT,ENSG00000275003
DDX11-AS1,ENSG00000245614
DDX19B,ENSG00000157349
DDX51,ENSG00000185163
DDX60L,ENSG00000181381
DELEC1,ENSG00000173077
DENND1B,ENSG00000213047
DENND2A,ENSG00000146966
DENND2B,ENSG00000166444
DENND2C,ENSG00000175984
DENND2D,ENSG00000162777
DENND5B,ENSG00000170456
DENND5B-AS1,ENSG00000255867
DEPDC1B,ENSG00000035499
DEPDC4,ENSG00000166153
DEPTOR,ENSG00000155792
DES,ENSG00000175084
DET1,ENSG00000140543
DGKD,ENSG00000077044
DGKG,ENSG00000058866
DGKH,ENSG00000102780
DGKK,ENSG00000274588
DHRS3,ENSG00000162496
DHRS4-AS1,ENSG00000285282
DHRS4L2,ENSG00000292270
DHRS7B,ENSG00000109016
DHRS9,ENSG00000073737
DHX32,ENSG00000089876
DIAPH3,ENSG00000139734
DICER1-AS1,ENSG00000235706
DIMT1,ENSG00000086189
DIP2C,ENSG00000151240
DIPK1A,ENSG00000154511
DIRC3,ENSG00000231672
DIS3L-AS1,ENSG00000277844
DISC1,ENSG00000162946
DISC1FP1,ENSG00000261645
DISP1,ENSG00000154309
DIXDC1,ENSG00000150764
DKK2,ENSG00000155011
DKK3,ENSG00000050165
DKKL1,ENSG00000104901
DLC1,ENSG00000164741
DLEC1,ENSG00000008226
DLEU1,ENSG00000176124
DLG2,ENSG00000150672
DLG3,ENSG00000082458
DLG5,ENSG00000274429
DLGAP1,ENSG00000170579
DLGAP1-AS1,ENSG00000177337
DLGAP2,ENSG00000198010
DLGAP4-AS1,ENSG00000232907
DLK1,ENSG00000185559
DMD,ENSG00000198947
DMGDH,ENSG00000132837
DMPK,ENSG00000104936
DMXL1-DT,ENSG00000249494
DMXL2,ENSG00000104093
DNAAF10,ENSG00000243667
DNAAF11,ENSG00000129295
DNAAF4,ENSG00000256061
DNAH11,ENSG00000105877
DNAH12,ENSG00000174844
DNAH14,ENSG00000185842
DNAH17,ENSG00000187775
DNAH6,ENSG00000115423
DNAH7,ENSG00000118997
DNAH8,ENSG00000124721
DNAI2,ENSG00000171595
DNAI3,ENSG00000162643
DNAI4,ENSG00000152763
DNAI7,ENSG00000118307
DNAJA3,ENSG00000276726
DNAJC18,ENSG00000170464
DNAJC27,ENSG00000115137
DNAJC27-AS1,ENSG00000224165
DNAJC3-DT,ENSG00000247400
DNAJC4,ENSG00000110011
DNAJC6,ENSG00000116675
DNASE1L3,ENSG00000163687
DNER,ENSG00000187957
DNLZ,ENSG00000213221
DNM3,ENSG00000197959
DNMBP,ENSG00000107554
DNPH1,ENSG00000112667
DOCK1,ENSG00000150760
DOCK10,ENSG00000135905
DOCK3,ENSG00000088538
DOCK4,ENSG00000128512
DOCK5,ENSG00000147459
DOCK6,ENSG00000130158
DOCK9,ENSG00000088387
DPEP2,ENSG00000167261
DPF3,ENSG00000205683
DPH5,ENSG00000117543
DPH5-DT,ENSG00000233184
DPH6,ENSG00000134146
DPH6-DT,ENSG00000248079
DPM3,ENSG00000179085
DPP10,ENSG00000175497
DPP4,ENSG00000197635
DPY19L1P1,ENSG00000229358
DPY19L2,ENSG00000177990
DPY19L2P2,ENSG00000282026
DPY19L2P3,ENSG00000227855
DPY19L3,ENSG00000178904
DPYSL3,ENSG00000113657
DRAIC,ENSG00000245750
DRAM1,ENSG00000136048
DRAXIN,ENSG00000162490
DRD3,ENSG00000151577
DRICH1,ENSG00000189269
DSCAML1,ENSG00000177103
DSE,ENSG00000111817
DSP,ENSG00000096696
DST,ENSG00000151914
DTHD1,ENSG00000197057
DTL,ENSG00000143476
DTNA,ENSG00000134769
DTNB,ENSG00000138101
DTWD2,ENSG00000169570
DTX1,ENSG00000135144
DTX3,ENSG00000178498
DTX4,ENSG00000110042
DUS1L,ENSG00000169718
DUSP16,ENSG00000111266
DUSP18,ENSG00000167065
DUSP2,ENSG00000158050
DUSP4,ENSG00000120875
DUSP5,ENSG00000138166
DUSP6,ENSG00000139318
DUSP8,ENSG00000291431
DUT,ENSG00000128951
DYNC1I1,ENSG00000158560
DYNC2H1,ENSG00000187240
DYNLRB2-AS1,ENSG00000259867
DYNLT2B,ENSG00000213123
DYRK1B,ENSG00000105204
DYSF,ENSG00000135636
DYTN,ENSG00000232125
DZANK1,ENSG00000089091
E2F5,ENSG00000133740
EAF2,ENSG00000145088
EBAG9,ENSG00000147654
EBF1,ENSG00000164330
EBF4,ENSG00000088881
EBPL,ENSG00000123179
ECE1,ENSG00000117298
ECI2,ENSG00000198721
ECT2L,ENSG00000203734
EDA,ENSG00000158813
EDAR,ENSG00000135960
EDARADD,ENSG00000186197
EDN1,ENSG00000078401
EDNRB,ENSG00000136160
EDNRB-AS1,ENSG00000225579
EEF1A1-AS1,ENSG00000229862
EEF1AKMT1,ENSG00000150456
EEF1B2,ENSG00000114942
EEF1G,ENSG00000254772
EEPD1,ENSG00000122547
EFCAB10,ENSG00000185055
EFCAB11,ENSG00000140025
EFCAB12,ENSG00000172771
EFCAB13,ENSG00000178852
EFCAB5,ENSG00000176927
EFCAB6,ENSG00000186976
EFCAB7,ENSG00000203965
EFCAB8,ENSG00000215529
EFHC2,ENSG00000183690
EFHD1,ENSG00000115468
EFNA5,ENSG00000184349
EGFEM1P,ENSG00000206120
EGFL7,ENSG00000172889
EGFL8,ENSG00000241404
EGLN3,ENSG00000129521
EGR1,ENSG00000120738
EGR2,ENSG00000122877
EGR3,ENSG00000179388
EHBP1,ENSG00000115504
EHD3,ENSG00000013016
EHF,ENSG00000135373
EHHADH,ENSG00000113790
EHMT2,ENSG00000224143
EID2,ENSG00000176396
EIF1B,ENSG00000114784
EIF3E,ENSG00000104408
EIF3J-DT,ENSG00000179523
EIF5A2,ENSG00000163577
ELAPOR1,ENSG00000116299
ELAPOR2,ENSG00000164659
ELL2,ENSG00000118985
ELL3,ENSG00000128886
ELOA-AS1,ENSG00000236810
ELOB,ENSG00000103363
ELOVL4,ENSG00000118402
ELOVL6,ENSG00000170522
ELOVL7,ENSG00000164181
ELP4,ENSG00000109911
EMC1-AS1,ENSG00000230424
EMC3,ENSG00000125037
EMCN,ENSG00000164035
EMID1,ENSG00000186998
EMILIN2,ENSG00000132205
EML4-AS1,ENSG00000224875
EML5,ENSG00000165521
EML6,ENSG00000214595
EMP1,ENSG00000134531
ENAH,ENSG00000154380
ENC1,ENSG00000171617
ENDOD1,ENSG00000149218
ENG,ENSG00000106991
ENKD1,ENSG00000124074
ENO2,ENSG00000111674
ENOX1,ENSG00000120658
ENOX2,ENSG00000165675
ENPP1,ENSG00000197594
ENPP2,ENSG00000136960
ENPP3,ENSG00000154269
ENPP5,ENSG00000112796
ENPP7P4,ENSG00000241278
ENPP7P7,ENSG00000273819
ENTHD1,ENSG00000176177
ENTPD1,ENSG00000138185
ENTPD1-AS1,ENSG00000226688
ENTPD3-AS1,ENSG00000280739
ENTREP2,ENSG00000104059
EOMES,ENSG00000163508
EPAS1,ENSG00000116016
EPB41L1,ENSG00000088367
EPB41L2,ENSG00000079819
EPB41L3,ENSG00000082397
EPB41L4A,ENSG00000129595
EPB41L5,ENSG00000115109
EPB42,ENSG00000166947
EPHA1,ENSG00000284816
EPHA1-AS1,ENSG00000229153
EPHA4,ENSG00000116106
EPHB1,ENSG00000154928
EPHB2,ENSG00000133216
EPHB6,ENSG00000275482
EPHX2,ENSG00000120915
EPM2A,ENSG00000112425
EPM2A-DT,ENSG00000235652
EPN2,ENSG00000072134
EPPK1,ENSG00000261150
EPS15-AS1,ENSG00000227070
EPS8,ENSG00000151491
ERBB2,ENSG00000141736
ERBB3,ENSG00000065361
ERBB4,ENSG00000178568
ERBIN,ENSG00000112851
ERC2,ENSG00000187672
ERCC6L,ENSG00000186871
ERCC6L2-AS1,ENSG00000175611
ERCC8,ENSG00000049167
EREG,ENSG00000124882
ERFL,ENSG00000268041
ERG,ENSG00000157554
ERI1,ENSG00000104626
ERI2,ENSG00000196678
ERICH3,ENSG00000178965
ERICH6-AS1,ENSG00000240137
ERMP1,ENSG00000099219
ERN1,ENSG00000178607
ERP27,ENSG00000139055
ERP29,ENSG00000089248
ERVK3-1,ENSG00000142396
ESAM,ENSG00000149564
ESR1,ENSG00000091831
ESR2,ENSG00000140009
ESRRB,ENSG00000119715
ETFB,ENSG00000105379
ETFDH,ENSG00000171503
ETFRF1,ENSG00000205707
ETS2,ENSG00000157557
ETV3,ENSG00000117036
EVA1C,ENSG00000166979
EVC2,ENSG00000173040
EVI5L,ENSG00000142459
EVL,ENSG00000196405
EXD3,ENSG00000187609
EXO5-DT,ENSG00000238287
EXOC3-AS1,ENSG00000221990
EXOC5,ENSG00000070367
EXOSC1,ENSG00000171311
EXPH5,ENSG00000110723
EXT1,ENSG00000182197
EYA2,ENSG00000064655
EYA4,ENSG00000112319
EYS,ENSG00000188107
F13A1,ENSG00000124491
F2R,ENSG00000181104
F5,ENSG00000198734
F8,ENSG00000185010
FA2H,ENSG00000103089
FAAH2,ENSG00000165591
FAAHP1,ENSG00000232022
FAAP24,ENSG00000131944
FABP1,ENSG00000163586
FABP4,ENSG00000170323
FADS1,ENSG00000149485
FADS3,ENSG00000221968
FALEC,ENSG00000228126
FAM110B,ENSG00000169122
FAM111B,ENSG00000189057
FAM117A,ENSG00000121104
FAM117B,ENSG00000138439
FAM131B-AS2,ENSG00000232533
FAM13A,ENSG00000138640
FAM149A,ENSG00000109794
FAM151B,ENSG00000152380
FAM151B-DT,ENSG00000249042
FAM153A,ENSG00000170074
FAM161A,ENSG00000170264
FAM162A,ENSG00000114023
FAM167A,ENSG00000292288
FAM169A,ENSG00000198780
FAM171A1,ENSG00000148468
FAM174A,ENSG00000174132
FAM174A-DT,ENSG00000247877
FAM174B,ENSG00000185442
FAM174C,ENSG00000310576
FAM177B,ENSG00000197520
FAM178B,ENSG00000168754
FAM182A,ENSG00000125804
FAM182B,ENSG00000175170
FAM184A,ENSG00000111879
FAM185A,ENSG00000222011
FAM20A,ENSG00000108950
FAM20C,ENSG00000281429
FAM210A,ENSG00000177150
FAM216A,ENSG00000204856
FAM227B,ENSG00000166262
FAM229B,ENSG00000203778
FAM241A,ENSG00000174749
FAM24B,ENSG00000213185
FAM30A,ENSG00000277059
FAM3A,ENSG00000071889
FAM43A,ENSG00000185112
FAM66C,ENSG00000226711
FAM66D,ENSG00000255052
FAM78B,ENSG00000188859
FAM86EP,ENSG00000251669
FAM89A,ENSG00000182118
FAM89B,ENSG00000176973
FAM98C,ENSG00000130244
FAM9B,ENSG00000177138
FANCB,ENSG00000181544
FANCC,ENSG00000158169
FANCD2,ENSG00000144554
FANCI,ENSG00000140525
FANK1,ENSG00000203780
FAR2,ENSG00000064763
FARP1,ENSG00000152767
FASLG,ENSG00000117560
FAT4,ENSG00000196159
FBF1,ENSG00000188878
FBLN1,ENSG00000077942
FBLN5,ENSG00000140092
FBLN7,ENSG00000144152
FBN1,ENSG00000166147
FBN2,ENSG00000138829
FBP1,ENSG00000165140
FBXL13,ENSG00000161040
FBXL16,ENSG00000127585
FBXO10,ENSG00000147912
FBXO15,ENSG00000141665
FBXO2,ENSG00000116661
FBXO32,ENSG00000156804
FBXO36,ENSG00000153832
FBXO38-DT,ENSG00000247199
FCER1A,ENSG00000179639
FCER1G,ENSG00000158869
FCER2,ENSG00000104921
FCGBP,ENSG00000281123
FCGR2A,ENSG00000143226
FCGR2B,ENSG00000072694
FCGR2C,ENSG00000244682
FCGR3A,ENSG00000203747
FCGRT,ENSG00000104870
FCHO1,ENSG00000130475
FCHSD2,ENSG00000137478
FCMR,ENSG00000162894
FCN1,ENSG00000085265
FCRL1,ENSG00000163534
FCRL2,ENSG00000132704
FCRL3,ENSG00000160856
FCRL5,ENSG00000143297
FCRL6,ENSG00000181036
FCRLA,ENSG00000132185
FER,ENSG00000151422
FES,ENSG00000182511
FEZ1,ENSG00000149557
FFAR2,ENSG00000126262
FGD4,ENSG00000139132
FGD6,ENSG00000180263
FGF12,ENSG00000114279
FGF13,ENSG00000129682
FGF14,ENSG00000102466
FGF9,ENSG00000102678
FGFBP2,ENSG00000137441
FGFR1,ENSG00000077782
FGFR2,ENSG00000066468
FGGY,ENSG00000172456
FGL2,ENSG00000127951
FGR,ENSG00000000938
FHAD1,ENSG00000142621
FHAD1-AS1,ENSG00000233485
FHIP1A,ENSG00000164142
FHIT,ENSG00000189283
FHL1,ENSG00000022267
FILIP1,ENSG00000118407
FIRRE,ENSG00000213468
FKBP11,ENSG00000134285
FKBP1B,ENSG00000119782
FLACC1,ENSG00000155749
FLJ46284,ENSG00000248858
FLNB,ENSG00000136068
FLRT2,ENSG00000185070
FLT1,ENSG00000102755
FLT3,ENSG00000122025
FLT4,ENSG00000037280
FLVCR1-DT,ENSG00000198468
FLVCR2,ENSG00000119686
FLYWCH1,ENSG00000059122
FLYWCH2,ENSG00000162076
FMC1,ENSG00000164898
FMN1,ENSG00000248905
FMNL2,ENSG00000157827
FMO4,ENSG00000076258
FMO5,ENSG00000131781
FMOD,ENSG00000122176
FN1,ENSG00000115414
FNBP1L,ENSG00000137942
FNDC3B,ENSG00000075420
FNIP2,ENSG00000052795
FNTB,ENSG00000257365
FOCAD,ENSG00000188352
FOLR2,ENSG00000165457
FOS,ENSG00000170345
FOXO1,ENSG00000150907
FOXO3,ENSG00000118689
FOXP2,ENSG00000128573
FOXP3,ENSG00000049768
FOXP4-AS1,ENSG00000234753
FPGT,ENSG00000254685
FPR3,ENSG00000187474
FRAS1,ENSG00000138759
FREM1,ENSG00000164946
FRG1-DT,ENSG00000281787
FRMD3,ENSG00000172159
FRMD4A,ENSG00000151474
FRMD4B,ENSG00000114541
FRMD5,ENSG00000171877
FRMD6,ENSG00000139926
FRMPD3,ENSG00000147234
FRMPD4,ENSG00000169933
FRY,ENSG00000073910
FSCN1,ENSG00000075618
FSD1,ENSG00000105255
FSD1L,ENSG00000106701
FSIP1,ENSG00000150667
FSIP2-AS1,ENSG00000231646
FSTL1,ENSG00000163430
FSTL4,ENSG00000053108
FSTL5,ENSG00000168843
FTCDNL1,ENSG00000226124
FTH1,ENSG00000167996
FTL,ENSG00000087086
FUCA1,ENSG00000179163
FURIN,ENSG00000140564
FUT8,ENSG00000033170
FXN,ENSG00000165060
FXYD2,ENSG00000137731
FXYD5,ENSG00000089327
FXYD6,ENSG00000137726
FXYD7,ENSG00000221946
FYB1,ENSG00000082074
FYN,ENSG00000010810
FZD3,ENSG00000104290
G0S2,ENSG00000123689
GAB1,ENSG00000109458
GAB2,ENSG00000033327
GABARAPL1,ENSG00000139112
GAL3ST4,ENSG00000197093
GALM,ENSG00000143891
GALNT12,ENSG00000119514
GALNT14,ENSG00000158089
GALNT18,ENSG00000110328
GALNT2,ENSG00000143641
GALNT3,ENSG00000115339
GALNT7-DT,ENSG00000245213
GALNT8,ENSG00000130035
GALNTL6,ENSG00000174473
GAMT,ENSG00000130005
GAREM1,ENSG00000141441
GARNL3,ENSG00000136895
GAS2,ENSG00000148935
GAS2L3,ENSG00000139354
GAS7,ENSG00000007237
GATA2,ENSG00000179348
GATA2-AS1,ENSG00000244300
GATA3,ENSG00000107485
GATB,ENSG00000059691
GATD1-DT,ENSG00000255284
GBE1,ENSG00000114480
GBP1,ENSG00000117228
GBP4,ENSG00000162654
GBP5,ENSG00000154451
GCC2-AS1,ENSG00000214184
GCDH,ENSG00000105607
GCH1,ENSG00000131979
GCHFR,ENSG00000137880
GCLM,ENSG00000023909
GCNA,ENSG00000147174
GCNT1,ENSG00000187210
GCNT2,ENSG00000111846
GCNT4,ENSG00000176928
GCSAML,ENSG00000169224
GDAP1,ENSG00000104381
GDF11,ENSG00000135414
GDPD1,ENSG00000153982
GDPD5,ENSG00000158555
GEMIN5,ENSG00000082516
GEMIN7-AS1,ENSG00000267348
GEN1,ENSG00000178295
GFI1,ENSG00000162676
GFOD1,ENSG00000145990
GFOD2,ENSG00000141098
GFPT2,ENSG00000131459
GFRA2,ENSG00000168546
GFUS,ENSG00000104522
GGACT,ENSG00000134864
GGNBP1,ENSG00000204188
GGT5,ENSG00000099998
GGT7,ENSG00000131067
GIHCG,ENSG00000262349
GIMAP4,ENSG00000133574
GIMAP5,ENSG00000196329
GIMAP7,ENSG00000179144
GIPR,ENSG00000010310
GK,ENSG00000198814
GK5,ENSG00000175066
GKAP1,ENSG00000165113
GLB1L2,ENSG00000149328
GLB1L3,ENSG00000166105
GLCCI1,ENSG00000106415
GLCE,ENSG00000138604
GLDC,ENSG00000178445
GLI3,ENSG00000106571
GLIPR1L2,ENSG00000180481
GLIS3,ENSG00000107249
GLO1,ENSG00000124767
GLP1R,ENSG00000112164
GLS2,ENSG00000135423
GLT1D1,ENSG00000151948
GLTP,ENSG00000139433
GLUL,ENSG00000135821
GML,ENSG00000104499
GMPR,ENSG00000137198
GNA13,ENSG00000120063
GNA14,ENSG00000156049
GNAI1,ENSG00000127955
GNAL,ENSG00000141404
GNAO1,ENSG00000087258
GNAO1-DT,ENSG00000246379
GNAQ,ENSG00000156052
GNAS-AS1,ENSG00000235590
GNAZ,ENSG00000128266
GNB5,ENSG00000069966
GNG11,ENSG00000127920
GNG2,ENSG00000186469
GNG4,ENSG00000168243
GNG7,ENSG00000176533
GNL1,ENSG00000229470
GNLY,ENSG00000115523
GOLGA6L9,ENSG00000197978
GOLGA7B-DT,ENSG00000227356
GOLGA8M,ENSG00000188626
GOLGA8N,ENSG00000283589
GOLIM4,ENSG00000173905
GOLM1,ENSG00000135052
GOT1,ENSG00000120053
GP6,ENSG00000276065
GP9,ENSG00000169704
GPA33,ENSG00000143167
GPAT3,ENSG00000138678
GPAT4-AS1,ENSG00000253133
GPATCH11,ENSG00000152133
GPC2,ENSG00000213420
GPC3,ENSG00000147257
GPC5,ENSG00000179399
GPC6,ENSG00000183098
GPD1L,ENSG00000152642
GPHN,ENSG00000171723
GPLD1,ENSG00000112293
GPM6A,ENSG00000150625
GPM6B,ENSG00000046653
GPNMB,ENSG00000136235
GPR135,ENSG00000181619
GPR137C,ENSG00000180998
GPR141,ENSG00000187037
GPR15,ENSG00000154165
GPR155,ENSG00000163328
GPR157,ENSG00000180758
GPR160,ENSG00000173890
GPR171,ENSG00000174946
GPR183,ENSG00000169508
GPR19,ENSG00000183150
GPR39,ENSG00000183840
GPR55,ENSG00000135898
GPR63,ENSG00000112218
GPR65,ENSG00000140030
GPR68,ENSG00000119714
GPR85,ENSG00000164604
GPRASP1,ENSG00000198932
GPRASP3,ENSG00000198908
GPRC5D-AS1,ENSG00000247498
GPRIN3,ENSG00000185477
GPX1,ENSG00000233276
GPX3,ENSG00000211445
GRAMD1B,ENSG00000023171
GRAMD1C,ENSG00000178075
GRAMD2B,ENSG00000155324
GRAP2,ENSG00000100351
GRB10,ENSG00000106070
GRB2,ENSG00000177885
GREB1,ENSG00000196208
GREM2,ENSG00000180875
GRIA1,ENSG00000155511
GRIA4,ENSG00000152578
GRID2,ENSG00000152208
GRID2IP,ENSG00000215045
GRIK2,ENSG00000164418
GRIK4,ENSG00000149403
GRIN2B,ENSG00000273079
GRIP1,ENSG00000155974
GRK3,ENSG00000100077
GRK4,ENSG00000125388
GRK5,ENSG00000198873
GRK7,ENSG00000114124
GRM3,ENSG00000198822
GRM7,ENSG00000196277
GRM8,ENSG00000179603
GRN,ENSG00000030582
GRPEL2-AS1,ENSG00000253618
GSAP,ENSG00000186088
GSDMA,ENSG00000167914
GSE1,ENSG00000131149
GSEC,ENSG00000280832
GSG1L,ENSG00000169181
GSKIP,ENSG00000100744
GSN,ENSG00000148180
GSTCD,ENSG00000138780
GSTM3,ENSG00000134202
GSTO2,ENSG00000065621
GTF2H5,ENSG00000272047
GTF2IRD1,ENSG00000006704
GTF2IRD2,ENSG00000196275
GTSCR1,ENSG00000263417
GUCA1B,ENSG00000112599
GUCY1A1,ENSG00000164116
GUCY1A2,ENSG00000152402
GUCY1B2,ENSG00000123201
GULOP,ENSG00000234770
GYPA,ENSG00000170180
GYPB,ENSG00000250361
GYPC,ENSG00000136732
GYPE,ENSG00000197465
GYS2,ENSG00000111713
GZMA,ENSG00000145649
GZMB,ENSG00000100453
GZMH,ENSG00000100450
GZMK,ENSG00000113088
GZMM,ENSG00000197540
H1-2,ENSG00000187837
H1-3,ENSG00000124575
H1-5,ENSG00000184357
H2AC25,ENSG00000181218
H2AC6,ENSG00000180573
H2AZ1-DT,ENSG00000245322
H2BC5,ENSG00000158373
H4C3,ENSG00000197061
H4C8,ENSG00000158406
HACD1,ENSG00000165996
HAGHL,ENSG00000103253
HAL,ENSG00000084110
HAS1,ENSG00000105509
HAS2-AS1,ENSG00000248690
HAVCR1,ENSG00000113249
HAVCR2,ENSG00000135077
HBB,ENSG00000244734
HBEGF,ENSG00000113070
HBG1,ENSG00000213934
HBG2,ENSG00000196565
HBM,ENSG00000206177
HBQ1,ENSG00000086506
HBZ,ENSG00000130656
HCCS-DT,ENSG00000234129
HCFC1R1,ENSG00000103145
HCG17,ENSG00000241053
HCK,ENSG00000101336
HCST,ENSG00000126264
HDAC8,ENSG00000147099
HDAC9,ENSG00000048052
HDC,ENSG00000140287
HDDC2,ENSG00000111906
HDGFL3,ENSG00000166503
HDHD5-AS1,ENSG00000185837
HDX,ENSG00000165259
HEATR9,ENSG00000276986
HEBP2,ENSG00000051620
HECTD2,ENSG00000165338
HECW1,ENSG00000002746
HECW2,ENSG00000138411
HECW2-AS1,ENSG00000229056
HELB,ENSG00000127311
HELLPAR,ENSG00000281344
HELLS,ENSG00000119969
HEMGN,ENSG00000136929
HERC5,ENSG00000138646
HESX1,ENSG00000163666
HGD,ENSG00000113924
HGF,ENSG00000019991
HHAT,ENSG00000054392
HHLA2,ENSG00000114455
HIBADH,ENSG00000106049
HIF1A,ENSG00000100644
HIF1A-AS3,ENSG00000258667
HINT1,ENSG00000169567
HINT2,ENSG00000137133
HIP1,ENSG00000127946
HIP1R,ENSG00000130787
HIPK2,ENSG00000064393
HISLA,ENSG00000258867
HIVEP1,ENSG00000095951
HIVEP3,ENSG00000127124
HK2,ENSG00000159399
HKDC1,ENSG00000156510
HLA-DMA,ENSG00000241394
HLA-DMB,ENSG00000242574
HLA-DPA1,ENSG00000235844
HLA-DPB1,ENSG00000215048
HLA-DQA1,ENSG00000196735
HLA-DQB1,ENSG00000206237
HLA-DRA,ENSG00000204287
HLA-DRB1,ENSG00000229074
HLA-DRB5,ENSG00000198502
HLCS,ENSG00000159267
HLF,ENSG00000108924
HLTF,ENSG00000071794
HLX-AS1,ENSG00000257551
HMBS,ENSG00000256269
HMCES,ENSG00000183624
HMCN1,ENSG00000143341
HMGA1,ENSG00000137309
HMGA2,ENSG00000149948
HMGB2,ENSG00000164104
HMGB3,ENSG00000029993
HMGN2P46,ENSG00000179362
HMGN5,ENSG00000198157
HMOX1,ENSG00000100292
HNMT,ENSG00000150540
HNRNPLL,ENSG00000143889
HNRNPUL1,ENSG00000105323
HOMER1,ENSG00000152413
HOMER2,ENSG00000103942
HOOK1,ENSG00000134709
HOPX,ENSG00000171476
HOXA3,ENSG00000105997
HOXB3,ENSG00000120093
HPGD,ENSG00000164120
HPGDS,ENSG00000163106
HPSE2,ENSG00000172987
HRG-AS1,ENSG00000197099
HRH1,ENSG00000196639
HRH2,ENSG00000113749
HRH4,ENSG00000134489
HRK,ENSG00000135116
HROB,ENSG00000125319
HS2ST1,ENSG00000153936
HS3ST1,ENSG00000002587
HS3ST2,ENSG00000122254
HS3ST3B1,ENSG00000125430
HS6ST2,ENSG00000171004
HSBP1L1,ENSG00000226742
